name,platform,release_era,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Kanzen Chuuki Pro Yakyuu Greatest Nine,Others,pre_2000s,Sports,Sega,0.0,0.0,0.22,0.0,0.22,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,post-2010,Misc,Konami Digital Entertainment,0.18,0.02,0.0,0.02,0.22,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Summer Athletics: The Ultimate Challenge (Others sales),Wii,post-2010,Sports,Others,0.0,0.2,0.0,0.01,0.22,91.0,80.0,8.366666666666667,1774.0,missing,missing
American Idol,Others,post-2010,Misc,Others,0.15,0.06,0.0,0.0,0.22,69.0,17.333333333333332,4.8,5.0,Others,E
Britney's Dance Beat,Others,post-2010,Misc,THQ,0.15,0.06,0.0,0.0,0.22,53.0,14.0,7.4,5.0,Others,E
Shrek SuperSlam,Others,post-2010,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.8,6.0,Others,E10+
Full Auto,X360,post-2010,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70.0,63.0,7.8,36.0,Others,T
Sailor Moon,Others,pre_2000s,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,82.66666666666667,20.0,7.733333333333333,883.3333333333334,missing,missing
Herdy Gerdy,PS2,post-2010,Adventure,Others,0.11,0.08,0.0,0.03,0.22,69.0,24.0,5.0,12.0,Others,E
Pass the Pigs,DS,post-2010,Misc,THQ,0.2,0.0,0.0,0.02,0.22,91.0,80.0,8.366666666666667,1774.0,missing,missing
Afrika,PS3,post-2010,Adventure,Others,0.12,0.0,0.08,0.01,0.22,63.0,12.0,6.2,34.0,Others,E10+
The Crew,X360,post-2010,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,58.666666666666664,4.666666666666667,6.4,94.0,Others,T
G.I. Joe: The Rise of Cobra,Wii,post-2010,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,51.0,11.0,7.699999999999999,8.333333333333334,Others,T
Jewel Quest: Expeditions,DS,post-2010,Puzzle,Others,0.03,0.17,0.0,0.01,0.22,68.0,4.0,8.0,5.333333333333333,Others,E
Digimon World Re:Digitize,PSP,post-2010,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
The Legend of Heroes: Trails in the Sky First Chapter,PSP,post-2010,Role-Playing,Others,0.1,0.03,0.06,0.03,0.22,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Marvel Super Hero Squad: The Infinity Gauntlet,DS,post-2010,Action,THQ,0.17,0.03,0.0,0.02,0.22,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E10+
Over G Fighters,X360,post-2010,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.21,49.0,36.0,6.0,49.0,Others,T
NBA in the Zone 2000,PS,2000-2010,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,90.0,20.666666666666668,8.733333333333333,367.6666666666667,missing,missing
Dark Summit,PS2,post-2010,Sports,THQ,0.11,0.08,0.0,0.03,0.21,67.0,11.0,7.766666666666667,7.666666666666667,Others,T
Angry Birds Star Wars,Others,post-2010,Strategy,Activision,0.1,0.08,0.0,0.04,0.21,47.0,5.0,2.0,87.0,Others,E
Hot Shots Tennis: Get a Grip,PSP,post-2010,Sports,Sony Computer Entertainment,0.07,0.0,0.13,0.01,0.21,80.0,27.0,8.0,17.0,Others,E
Cabela's Big Game Hunter: Ultimate Challenge,PS,post-2010,Sports,Others,0.12,0.08,0.0,0.01,0.21,93.66666666666667,49.0,8.766666666666666,762.6666666666666,missing,missing
MySims Party,Wii,post-2010,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,0.21,56.0,16.0,7.699999999999999,8.333333333333334,Others,E
Star Wars: The Force Unleashed II,DS,post-2010,Action,Others,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4.0,5.0,Others,T
The Dukes of Hazzard: Return of the General Lee,PS2,post-2010,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,52.0,17.0,6.8,8.0,Others,E
Pandemonium!,PS,pre_2000s,Platform,Others,0.12,0.08,0.0,0.01,0.21,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Transformers: Dark of the Moon,Others,post-2010,Action,Activision,0.16,0.04,0.0,0.02,0.21,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Namco Museum: 50th Anniversary,Others,post-2010,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,60.0,23.0,7.166666666666667,11.666666666666666,Others,E10+
Crash 'N' Burn,PS2,post-2010,Racing,Others,0.11,0.08,0.0,0.03,0.21,63.0,17.0,8.0,7.0,Others,T
NBA,PSP,post-2010,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,57.0,25.0,6.9,14.0,Others,E
Teenage Mutant Ninja Turtles: Smash-Up,PS2,post-2010,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,74.33333333333333,10.333333333333334,8.4,12.0,Others,E10+
Pro Yakyuu Greatest Nine '97,Others,pre_2000s,Sports,Sega,0.0,0.0,0.21,0.0,0.21,91.0,16.333333333333332,9.0,1527.0,missing,missing
Nintendo Presents: Crossword Collection,DS,post-2010,Puzzle,Nintendo,0.0,0.19,0.0,0.02,0.21,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Big League Sports,X360,post-2010,Sports,Activision,0.18,0.01,0.0,0.02,0.21,83.33333333333333,45.0,4.8,4654.333333333333,Others,E
Petz Rescue: Wildlife Vet,Wii,post-2010,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.21,91.0,80.0,8.366666666666667,1774.0,Others,E
Lunar: Silver Star Story Complete,Others,pre_2000s,Role-Playing,Others,0.0,0.0,0.21,0.0,0.21,91.0,16.333333333333332,9.0,1527.0,missing,missing
Dorabase DS: Dramatic Stadium,DS,post-2010,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Disaster Report,PS2,post-2010,Action,Others,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8.0,7.0,Others,T
EVE: burst error,Others,pre_2000s,Adventure,Others,0.0,0.0,0.21,0.0,0.21,91.0,16.333333333333332,9.0,1527.0,missing,missing
Armored Core V,X360,post-2010,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.21,68.0,37.0,7.2,37.0,Others,T
Backyard NFL Football '09,Wii,post-2010,Sports,Others,0.2,0.0,0.0,0.02,0.21,91.0,80.0,8.366666666666667,1774.0,missing,missing
College Hoops 2K7,X360,post-2010,Sports,Others,0.2,0.0,0.0,0.02,0.21,82.0,22.0,8.2,12.0,Others,E
Speed Racer: The Videogame,PS2,post-2010,Racing,Others,0.1,0.08,0.0,0.03,0.21,91.0,80.0,8.366666666666667,1774.0,missing,missing
Bratz: Forever Diamondz,Others,post-2010,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,86.66666666666667,63.0,8.5,803.6666666666666,Others,E
NCAA March Madness 08,X360,post-2010,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,69.0,22.0,8.0,5.333333333333333,EA Canada,E
WCW Backstage Assault,PS,pre_2000s,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,40.0,9.0,8.700000000000001,66.66666666666667,Others,T
Rampage: Total Destruction,Wii,post-2010,Action,Others,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,Others,E10+
Magician's Quest: Town of Magic,Others,post-2010,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Wild Wild Racing,PS2,2000-2010,Racing,Others,0.1,0.08,0.0,0.03,0.21,64.0,13.0,8.299999999999999,18.333333333333332,Others,E
The Bard's Tale,PS2,post-2010,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,76.0,44.0,8.6,14.0,Others,T
Yoostar2,X360,post-2010,Misc,Others,0.11,0.09,0.0,0.02,0.21,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Doom (2016),PC,post-2010,Shooter,Others,0.07,0.13,0.0,0.02,0.21,86.0,72.66666666666667,6.633333333333333,3227.0,missing,missing
Momotarou Dentetsu 16,PS2,post-2010,Misc,Others,0.0,0.0,0.21,0.0,0.21,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Robotech: The Macross Saga,Others,post-2010,Shooter,Others,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,Others,E
Transformer: Rise of the Dark Spark,Others,post-2010,Action,Activision,0.07,0.1,0.01,0.03,0.21,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Yu Yu Hakusho: Dark Tournament,PS2,post-2010,Fighting,Others,0.1,0.08,0.0,0.03,0.21,56.0,15.0,8.5,18.0,Others,T
MTV Celebrity Deathmatch,XB,post-2010,Fighting,Others,0.16,0.05,0.0,0.01,0.21,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,post-2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Conflict Zone,PS2,post-2010,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,47.0,7.0,7.4,8.0,Others,T
Petz: Horse Club,Wii,post-2010,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.21,91.0,80.0,8.366666666666667,1774.0,Others,E
Code Name: S.T.E.A.M.,Others,post-2010,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69.0,69.0,7.7,125.0,Others,T
The Bureau: XCOM Declassified,X360,post-2010,Shooter,Others,0.1,0.1,0.0,0.02,0.21,68.0,30.0,6.7,118.0,Others,M
Star Wars: Battlefront,PC,post-2010,Shooter,Others,0.07,0.13,0.0,0.02,0.21,72.0,19.0,3.5,1509.0,Others,T
BloodRayne,XB,post-2010,Shooter,Others,0.16,0.05,0.0,0.01,0.21,76.0,20.0,7.5,6.0,Others,M
Harry Potter and the Deathly Hallows - Part 2,DS,post-2010,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,55.0,5.0,6.033333333333334,12.0,Others,E10+
Puss in Boots,Wii,post-2010,Action,THQ,0.19,0.01,0.0,0.01,0.21,83.33333333333333,45.0,4.8,4654.333333333333,Others,E10+
TRON: Evolution - Battle Grids,Wii,post-2010,Racing,Others,0.17,0.02,0.0,0.01,0.21,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
NHL 2K6,XB,post-2010,Sports,Others,0.16,0.05,0.0,0.01,0.21,83.0,32.0,7.5,26.0,Others,E10+
Hannah Montana: The Movie,X360,post-2010,Adventure,Others,0.14,0.05,0.0,0.02,0.21,25.0,4.0,3.8,48.0,Others,E
Tenchu: Return From Darkness,XB,post-2010,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,55.0,7.0,6.0,Others,M
World Poker Tour,PS2,post-2010,Misc,Others,0.1,0.08,0.0,0.03,0.21,60.0,17.0,8.6,5.0,Others,T
Neo Contra,PS2,post-2010,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,65.0,37.0,7.1,8.0,Others,M
MVP Baseball,PSP,post-2010,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,67.0,21.0,7.7,16.0,EA Canada,E
Where's Waldo? The Fantastic Journey,DS,post-2010,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.21,58.666666666666664,7.666666666666667,8.9,8.0,Others,E
WipeOut 3 The Game,X360,post-2010,Action,Activision,0.2,0.0,0.0,0.02,0.21,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Tony Hawk's American Sk8land,DS,post-2010,Sports,Activision,0.19,0.0,0.0,0.02,0.21,84.0,31.0,8.7,55.0,Others,E
Ghostbusters II,Others,post-2010,Action,Activision,0.2,0.01,0.0,0.0,0.21,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Breakaway IV,Others,post-2010,Puzzle,Others,0.2,0.01,0.0,0.0,0.21,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
RealSports Baseball,Others,pre_2000s,Sports,Others,0.2,0.01,0.0,0.0,0.21,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,post-2010,Role-Playing,Others,0.06,0.03,0.1,0.02,0.21,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
LEGO Ninjago: Shadow of Ronin,Others,post-2010,Action,Others,0.05,0.11,0.04,0.01,0.21,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,Others,E10+
Viewtiful Joe 2,PS2,post-2010,Action,Others,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,Others,T
The BIGS 2,X360,post-2010,Sports,Others,0.19,0.01,0.0,0.02,0.21,76.0,31.0,6.2,35.0,Others,E10+
Quake III: Revolution,PS2,post-2010,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,84.0,18.0,7.2,11.0,Others,M
Pac-Man World 3,PS2,post-2010,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,63.0,22.0,5.2,13.0,Others,E
50 Cent: Blood on the Sand,X360,post-2010,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,71.0,54.0,6.4,64.0,Others,M
Naruto: Clash of Ninja (JP sales),Others,post-2010,Fighting,Others,0.0,0.0,0.21,0.01,0.21,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Journey,PS3,post-2010,Adventure,Others,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,Others,E
SingStar Pop Edition,PS3,post-2010,Misc,Sony Computer Entertainment,0.0,0.18,0.0,0.03,0.21,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
SBK X: Superbike World Championship,PS3,post-2010,Racing,Others,0.05,0.12,0.0,0.04,0.21,73.0,4.0,7.5,4.0,Others,E10+
Robotech: Battlecry,XB,post-2010,Shooter,Others,0.16,0.05,0.0,0.01,0.21,74.0,22.0,7.0,10.0,Others,T
NOëL: NOT DiGITAL,PS,pre_2000s,Adventure,Others,0.0,0.0,0.2,0.01,0.21,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Dragon Ball Z Hyper Dimension,Others,pre_2000s,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
Imagine: Boutique Owner,DS,post-2010,Simulation,Ubisoft,0.2,0.0,0.0,0.01,0.21,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
Dragon Ball: Fusions,Others,post-2010,Role-Playing,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,12.0,7.6,16.0,Others,T
Madden NFL 07,DS,post-2010,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,Others,E
HBO Boxing,PS,2000-2010,Fighting,Others,0.12,0.08,0.0,0.01,0.21,26.0,7.0,4.0,5.0,Others,E
Hasbro Family Game Night 3,X360,post-2010,Misc,Electronic Arts,0.17,0.03,0.0,0.02,0.21,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Star Trek: The Game,X360,post-2010,Action,Namco Bandai Games,0.12,0.08,0.0,0.02,0.21,80.33333333333333,32.333333333333336,4.433333333333333,2291.6666666666665,missing,missing
Bass Pro Shops: The Strike,X360,post-2010,Sports,Others,0.2,0.0,0.0,0.02,0.21,63.0,4.0,5.8,5.0,Others,E
Darkwatch,XB,post-2010,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,43.0,8.1,21.0,Others,M
Disgaea D2: A Brighter Darkness,PS3,post-2010,Role-Playing,Others,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,Others,T
Front Mission 5: Scars of the War,PS2,post-2010,Strategy,Others,0.0,0.0,0.21,0.0,0.21,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Maximo vs Army of Zin,PS2,post-2010,Platform,Others,0.1,0.08,0.0,0.03,0.21,83.0,46.0,7.8,13.0,Capcom,T
Bratz: Girlz Really Rock,Wii,post-2010,Action,THQ,0.19,0.0,0.0,0.02,0.21,91.0,80.0,8.366666666666667,1774.0,Others,E
The Fairly OddParents: Breakin' Da Rules,Others,post-2010,Platform,THQ,0.16,0.04,0.0,0.01,0.21,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Assassin's Creed Syndicate,PC,post-2010,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0,Others,M
The Chronicles of Narnia: Prince Caspian,DS,post-2010,Action,Others,0.19,0.01,0.0,0.02,0.21,54.0,12.0,8.200000000000001,22.0,Others,E10+
Summoner 2,PS2,post-2010,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76.0,20.0,8.3,22.0,Others,T
The Land Before Time: Big Water Adventure,PS,post-2010,Platform,Others,0.12,0.08,0.0,0.01,0.21,91.66666666666667,50.666666666666664,8.6,434.6666666666667,missing,missing
Move Fitness,PS3,post-2010,Sports,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Order Up!,Wii,post-2010,Misc,Others,0.19,0.01,0.0,0.02,0.21,91.0,80.0,8.366666666666667,1774.0,missing,missing
Shadow of Destiny,PS2,post-2010,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,18.0,8.2,19.0,Konami,T
The Magic School Bus: Oceans,DS,post-2010,Adventure,Others,0.2,0.0,0.0,0.02,0.21,83.33333333333333,45.0,4.8,4654.333333333333,Others,E
Valkyria Chronicles III: Unrecorded Chronicles,PSP,post-2010,Strategy,Sega,0.0,0.0,0.21,0.0,0.21,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,Others,missing
Ninja Gaiden: Dragon Sword,DS,post-2010,Action,Others,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Others,T
Cabela's Deer Hunt: 2004 Season,XB,post-2010,Sports,Others,0.16,0.05,0.0,0.01,0.21,65.0,5.0,8.4,16.0,Others,T
Brunswick Pro Bowling,PSP,post-2010,Sports,Others,0.19,0.0,0.0,0.02,0.21,57.666666666666664,11.666666666666666,7.3,4.0,Others,E
Gex 3: Deep Cover Gecko,Others,pre_2000s,Platform,Others,0.17,0.04,0.0,0.0,0.21,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
WinBack: Covert Operations,Others,pre_2000s,Shooter,Others,0.17,0.04,0.0,0.0,0.21,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
ClayFighter 63 1/3,Others,pre_2000s,Fighting,Others,0.17,0.04,0.0,0.0,0.21,91.0,16.333333333333332,9.0,1527.0,missing,missing
Monopoly,Others,pre_2000s,Misc,Others,0.17,0.04,0.0,0.0,0.21,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
WCW Nitro,Others,pre_2000s,Fighting,THQ,0.17,0.04,0.0,0.0,0.21,83.0,13.333333333333334,8.5,193.0,missing,missing
Cruis'n Exotica,Others,2000-2010,Racing,Others,0.17,0.04,0.0,0.0,0.21,90.0,20.666666666666668,8.733333333333333,367.6666666666667,missing,missing
World of Final Fantasy,Others,post-2010,Role-Playing,Others,0.04,0.06,0.08,0.03,0.21,77.0,5.0,8.6,46.0,Others,E10+
Danganronpa Another Episode: Ultra Despair Girls,Others,post-2010,Action,Others,0.06,0.01,0.12,0.02,0.21,72.0,35.0,8.4,77.0,Others,M
Pro Evolution Soccer 2012,Wii,post-2010,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,Konami,E
The Legend of Spyro: The Eternal Night,Wii,post-2010,Platform,Others,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,Others,E10+
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,pre_2000s,Role-Playing,Others,0.0,0.0,0.2,0.01,0.21,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
DanceDanceRevolution II,Wii,post-2010,Misc,Konami Digital Entertainment,0.2,0.0,0.0,0.01,0.21,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,Konami,E10+
The Wolf Among Us,Others,post-2010,Adventure,Others,0.1,0.07,0.0,0.04,0.21,83.0,6.0,8.4,259.0,Others,M
Cursed Mountain,Wii,post-2010,Adventure,Others,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.6,33.0,Others,M
Now! That's What I Call Music: Dance & Sing,Wii,post-2010,Misc,Others,0.0,0.17,0.0,0.04,0.21,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
The King of Fighters '96,Others,pre_2000s,Fighting,Others,0.0,0.0,0.21,0.0,0.21,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Age of Empires: Mythologies,DS,post-2010,Strategy,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0,Others,E10+
SBK Superbike World Championship,X360,post-2010,Racing,Others,0.06,0.14,0.0,0.01,0.21,63.0,17.0,8.0,6.0,Others,E10+
Bionicle,Others,post-2010,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Others,E
Hidden Mysteries: Buckingham Palace,DS,post-2010,Puzzle,Others,0.13,0.06,0.0,0.02,0.21,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E
Heroes of Ruin,Others,post-2010,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,Others,T
State of Decay,Others,post-2010,Strategy,Others,0.14,0.05,0.0,0.02,0.21,85.33333333333333,61.666666666666664,7.066666666666666,2387.0,missing,missing
A Boy and His Blob,Wii,post-2010,Platform,Others,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,Others,E
Prince of Persia: Revelations,PSP,post-2010,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Angel Blade: Neo Tokyo Guardians,PS,pre_2000s,Role-Playing,Others,0.12,0.08,0.0,0.01,0.21,91.0,16.333333333333332,9.0,1527.0,missing,missing
Threads of Fate,PS,pre_2000s,Role-Playing,Others,0.12,0.08,0.0,0.01,0.21,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Baja: Edge of Control,PS3,post-2010,Racing,THQ,0.1,0.08,0.0,0.03,0.21,61.0,21.0,5.0,11.0,Others,E
G.I. Joe: The Rise of Cobra,PS3,post-2010,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,32.0,4.8,13.0,Others,T
PoPoLoCrois Monogatari II,PS,2000-2010,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,90.0,20.666666666666668,8.733333333333333,367.6666666666667,missing,missing
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,Others,post-2010,Platform,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,88.66666666666667,64.33333333333333,8.700000000000001,664.0,missing,missing
UFC Undisputed 2010,PSP,post-2010,Fighting,THQ,0.11,0.06,0.0,0.04,0.21,74.0,27.0,7.0,13.0,Others,T
World Series of Poker,PSP,post-2010,Misc,Activision,0.19,0.0,0.0,0.02,0.21,37.0,6.0,6.4,20.0,Others,E10+
Rayman Raving Rabbids,X360,post-2010,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,Others,E
Deus Ex: The Conspiracy,PS2,post-2010,Action,Others,0.1,0.08,0.0,0.03,0.21,81.0,25.0,8.9,49.0,Others,M
Unreal II: The Awakening,XB,post-2010,Shooter,Others,0.17,0.04,0.0,0.01,0.21,64.0,27.0,5.3,20.0,Others,M
Rumble Racing,PS2,post-2010,Racing,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,17.0,8.2,9.0,Electronic Arts,E
Spider-Man: Web of Shadows,PS2,post-2010,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,Others,E10+
Vampire Rain,X360,post-2010,Action,Others,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,Others,M
Batman Begins,XB,post-2010,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Others,T
NBA Live 15,Others,post-2010,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,EA Sports,E
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,post-2010,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
J-League Winning Eleven 10 + Europa League 06-07,PS2,post-2010,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,86.66666666666667,63.0,8.5,803.6666666666666,missing,missing
Shrek: Reekin' Havoc,Others,post-2010,Platform,Others,0.15,0.06,0.0,0.0,0.21,57.0,11.0,7.933333333333334,22.333333333333332,Others,E
Tales of Phantasia: Narikiri Dungeon X,PSP,post-2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
JSRF: Jet Set Radio Future,XB,post-2010,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,102.0,Others,T
NHL Hitz 20-02,Others,post-2010,Sports,Others,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,Others,E
Way of the Samurai 3,X360,post-2010,Action,Others,0.12,0.05,0.02,0.02,0.21,55.0,22.0,6.8,16.0,Others,M
NCAA Football 2003,Others,post-2010,Sports,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E
Rollcage,PS,pre_2000s,Racing,Others,0.12,0.08,0.0,0.01,0.21,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Hitman: HD Trilogy,PS3,post-2010,Action,Others,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,Others,M
Marvel Super Hero Squad,PSP,post-2010,Fighting,THQ,0.17,0.01,0.0,0.02,0.21,51.0,7.0,7.699999999999999,8.333333333333334,Others,E10+
J Stars Victory Vs.,Others,post-2010,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,Others,T
de Blob 2,PS3,post-2010,Platform,THQ,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,Others,E10+
Champion Jockey: G1 Jockey & Gallop Racer,PS3,post-2010,Sports,Others,0.06,0.05,0.08,0.02,0.21,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
